|0.00
PLUGINVERTIDO1.7MM|5.00
PLUGINVERTIDO2.1MM|5.00
PLUGINVERTIDO2.5MM|4.50
PLUGRCA-N|3.00
PLUGRCA-R|3.00
PLUGRCAMET-N|6.50
PLUGRCAMET-R|6.50
PLUGUSB|7.00
PMEDELEC/AM-N|289.00
PMEDELEC/AM-R|0.00
PMEDELEC/AZ-N|0.00
PMEDELEC/AZ-R|0.00
PMEDELEC/B-N|298.00
PMEDELEC/B-R|0.00
PMEDELEC/N-N|320.00
PMEDELEC/N-R|0.00
PMEDELEC/R-N|0.00
PMEDELEC/R-R|0.00
PMEDELEC/V-N|0.00
PMEDELEC/V-R|0.00
PNA4602M|25.00
PNA4701|18.00
POLEA|12.00
POLEA01|4.00
POLEA02|5.00
POLEA03|12.00
POLEACHICA|5.00
POLIDUCTO|7.00
PORTAFOLIO|100.00
PORTAFUAUTOMOTRIZ-B/B|29.00
PORTAFUAUTOMOTRIZ-B/C|29.00
PORTAFUAUTOMOTRIZ-C/C|29.00
PORTAFUAUTOMOTRIZ-TA|17.50
PORTAFUAUTOMOTRIZ-TE|10.50
PORTAFUPRESION-TA|9.50
PORTAFUPRESION-TE|10.50
PORTAFUPRESIONECO-TA|0.00
PORTAFUROSCA-TA|14.00
PORTAFUROSCA-TE|10.50
PORTALAMPARALED|19.50
PORTALED|2.00
PORTAPILA1|4.50
PORTAPILA1-AAA|4.50
PORTAPILA1-M|5.50
PORTAPILA18650-01|12.50
PORTAPILA18650-02|17.50
PORTAPILA18650-03|22.00
PORTAPILA2|9.50
PORTAPILA2-AAA|8.00
PORTAPILA2-M|9.50
PORTAPILA3|9.50
PORTAPILA3-M|9.50
PORTAPILA4|10.50
PORTAPILA4-M|11.50
PORTAPILA9V|9.50
PORTAPILAPLANA|8.00
POSCILOSCOPIO|199.00
POT100K|8.50
POT10K|6.50
POT10K-CHASIS|15.00
POT10K1W|12.00
POT10K2W|49.00
POT10K2W-PREC|59.00
POT10K5W|118.50
POT1K|8.50
POT1K2W|89.00
POT1K2W-PREC|89.00
POT1M|8.50
POT1M2W|10.50
POT20K|8.50
POT250|34.00
POT250K|8.50
POT2K|8.50
POT4.7K2W|49.00
POT47K2W|49.00
POT500|11.50
POT500K|8.50
POT50K|8.50
POT5K|6.50
POT5K-CHASIS|15.00
POT5K2W-PRE|89.00
POTDOBLE100K|16.50
POTDOBLE10K|15.00
POTDOBLE50K|19.00
POTDOBLE5K|12.50
POTSENSWITCH100K|10.00
PRAELE01|645.00
PRE1.5M|6.00
PRE100|6.00
PRE100K|6.00
PRE10K|6.00
PRE15K|6.00
PRE1K|6.00
PRE1M|6.00
PRE2.2K|6.00
PRE2.2M|6.00
PRE220|6.00
PRE220K|6.00
PRE22K|6.00
PRE4.7K|6.00
PRE4.7M|6.00
PRE470|6.00
PRE470K|6.00
PRE47K|6.00
PRE500|6.00
PROBADOR-AC/CC|110.00
PROBADOR-CTOS|45.00
PROBADOR-RJ45|299.00
PROBADOR-RJ45ECO|169.00
PROBADORPOLARIDAD|79.00
PROBADORSERVO|55.00
PROD123456|0.00
PRODUCTITO10|0.00
PRODUCTITO11|0.00
PRODUCTITO12|0.00
PRODUCTITO13|0.00
PRODUCTITO14|0.00
PROMPROTO016|0.00
PROTO-005|53.00
PROTO-010|79.50
PROTO-015|94.50
PROTO-016|89.00
PROTO-102|79.50
PROTO-103|89.00
PROTODOBLE|250.00
PROTOSHIELD|55.00
PROYECTO|165.00
PS2506-2|39.00
PSEMAFORO|30.00
PSIGUELINEAS|75.00
PSP-01A|240.00
PSP-02A|340.00
PT2399|60.00
PUEDIO10A|18.00
PUEDIO25A|43.00
PUEDIO2A|7.00
PUEDIO35A|39.00
PUEDIO4A|15.00
PUEDIO4A-LINEAL|9.50
PUEDIO6A|15.00
PULSERA|49.00
PUNTALOG1|30.00
PUNTALOGICA|115.00
PUNTAMULTI|39.00
PUNTAMULTI/CAIMAN|39.00
PUNTAMULTI02|55.00
PUNTAMULTI03|59.00
PUNTAOSC|33.00
PUNTAOSC1|25.00
PUNTAOSC2|55.00
PUNTB/B|20.50
PUNTB/B-16AWG|22.00
PUNTB/B-APILABLE|58.00
PUNTB/B-APILABLE-1M|78.00
PUNTB/B-APILABLEECON|55.00
PUNTB/B/B60T-AWG16|30.00
PUNTB/B100-22|17.50
PUNTB/B120|19.00
PUNTB/B15|10.50
PUNTB/B15-A|16.50
PUNTB/B150T|24.00
PUNTB/B20|12.50
PUNTB/B20T|19.00
PUNTB/B22|15.50
PUNTB/B30|13.50
PUNTB/B30T|17.50
PUNTB/B40T|17.50
PUNTB/B50|20.50
PUNTB/B50T|19.50
PUNTB/B60|17.50
PUNTB/B60-22|15.50
PUNTB/B60T|22.00
PUNTB/B60T-AWG16|25.00
PUNTB/B70T|22.00
PUNTB/BAPLLABLE1M|55.00
PUNTB/BTN90-PFA|25.00
PUNTB/BTR90-PFA|31.00
PUNTB/C|20.50
PUNTB/C-16AWG|22.00
PUNTB/C100-22|17.50
PUNTB/C20|12.00
PUNTB/C20T|19.00
PUNTB/C22|15.50
PUNTB/C30|13.50
PUNTB/C40T|17.50
PUNTB/C50|19.50
PUNTB/C60-22|15.50
PUNTB/C60T|19.50
PUNTB/C70T|20.50
PUNTB/C80T|21.50
PUNTB/Z50|12.00
PUNTBNC-JACK3.5MONO|65.00
PUNTBNC-PLUG3.5ESTEREO|65.00
PUNTBNC-PLUG3.5MONO|65.00
PUNTBNC-PLUGRCA|49.00
PUNTBNC/BNC|69.00
PUNTBNC/RCAH|39.00
PUNTBNC/RCAM|39.00
PUNTC/C|20.50
PUNTC/C-14AWG|32.00
PUNTC/C-16AWG|29.50
PUNTC/C100-22|17.50
PUNTC/C20|14.00
PUNTC/C20T|19.00
PUNTC/C22|15.00
PUNTC/C30|12.00
PUNTC/C50|19.50
PUNTC/C60-22|15.50
PUNTC/CAWG20|19.50
PUNTZ/B60|15.50
PUNTZ/Z120|19.00
PUNTZ/Z150|21.00
PUNTZ/Z20|10.50
PUNTZ/Z60|14.50
PUSH2P|2.00
PUSH2P-MINI|2.00
PUSH2P-MS|2.50
PUSH2P-REDONDO|2.00
PUSH4P|3.00
PUSH4P-LARGO|5.50
PUSH4P-MS|2.50
PUSH4P-TACTIL|6.50
PUSH4P/BOTON|6.50
PUSH4PGDE|5.50
PUSHCUADGDE-AMA|0.00
PUSHCUADGDE-AZU|45.00
PUSHCUADGDE-NAR|0.00
PUSHCUADGDE-ROJ|0.00
PUSHCUADGDE-VER|0.00
PUSHCUADRADO|8.50
PUSHCUADRADO-OFF/ON|12.50
PUSHGDE-AM|15.00
PUSHGDE-AZ|15.00
PUSHGDE-RO|99.00
PUSHGDE-VER|15.00
PUSHGDEC/SWITCH|20.00
PUSHLARGO2P|3.50
PUSHNEGRO|5.00
PUSHPANASONIC|4.50
PUSHROJO|5.00
PXE18M2|120.00
Q2006L4|49.00
Q2006LT|49.00
Q4006|33.00
Q4006LT|99.00
Q4008|49.00
Q4010L5|55.00
Q4010LT|56.00
Q6004L3|24.00
Q6025L6|30.00
QRD1114|21.00
R0.1w10|15.00
R0.1w25|19.50
R0.1w5|9.50
R0.22w2|5.50
R0.33w5|8.00
R0.47w10|10.50
R0.47w2|4.00
R0.47w5|5.00
R1.2Kw1|2.00
R1.2Kw1/2|0.20
R1.2Kw1/8|0.40
R1.2Kw1/8-MS|0.40
R1.2Kw10|12.00
R1.2Kw2|4.50
R1.2Kw25|0.00
R1.2Mw1/2|0.20
R1.2Mw1/8-MS|0.40
R1.2W2|3.50
R1.2w1|2.00
R1.2w1/2|0.20
R1.2w1/8-MS|0.40
R1.2w10|7.00
R1.2w2|6.00
R1.2w25|16.00
R1.2w5|7.00
R1.5Kw-1/4-MS|2.50
R1.5Kw1|2.00
R1.5Kw1/2|0.20
R1.5Kw1/8-MS|0.40
R1.5Kw10|8.50
R1.5Kw2|4.50
R1.5Kw5|6.50
R1.5Mw1/2|0.20
R1.5Mw1/8-MS|0.40
R1.5w1|2.00
R1.5w1/2|0.20
R1.5w1/8-MS|0.40
R1.5w2|5.00
R1.8Kw1|2.50
R1.8Kw1/2|0.20
R1.8Kw1/8-MS|0.40
R1.8Mw1/2|0.20
R1.8Mw1/8-MS|0.40
R1.8w1|1.00
R1.8w1/2|0.20
R1.8w1/8-MS|0.40
R1.8w5|7.00
R100Kw1|2.50
R100Kw1/2|0.20
R100Kw1/8|0.40
R100Kw1/8-MS|0.40
R100Kw2|5.50
R100Kw5|9.00
R100w1|2.50
R100w1/2|0.20
R100w1/8|1.50
R100w1/8-MS|0.40
R100w10|14.50
R100w2|5.50
R100w25|13.50
R100w5|5.50
R10Kw-1/4-MS|2.50
R10Kw1|2.50
R10Kw1/2|0.20
R10Kw1/8|0.40
R10Kw1/8-MS|0.40
R10Kw10|16.50
R10Kw2|6.50
R10Kw5|7.50
R10Mw1|1.00
R10Mw1/2|0.20
R10Mw1/8-MS|0.40
R10w-1/4-MS|2.50
R10w1|2.50
R10w1/2|0.20
R10w1/8-MS|0.40
R10w10|9.00
R10w2|4.00
R10w25|16.50
R10w5|6.00
R120Kw1|1.50
R120Kw1/2|0.20
R120Kw1/8-MS|0.40
R120w1|1.50
R120w1/2|0.20
R120w1/8-MS|0.40
R120w10|7.00
R120w2|4.00
R120w25|15.00
R120w5|5.00
R12Kw1/2|0.20
R12Kw1/8-MS|0.40
R12w1|1.50
R12w1/2|0.20
R12w1/8-MS|0.40
R12w10|8.50
R12w2|6.00
R12w25|16.00
R12w5|9.50
R150Kw1|1.50
R150Kw1/2|0.20
R150Kw1/8-MS|0.40
R150w1|1.50
R150w1/2|0.20
R150w1/8-MS|0.40
R150w10|12.00
R150w2|4.00
R150w25|11.50
R150w5|5.50
R15Kw1|1.50
R15Kw1/2|0.20
R15Kw1/8-MS|0.40
R15w-1/4-MS|2.50
R15w1|1.50
R15w1/2|0.20
R15w1/8-MS|0.40
R15w10|9.00
R15w2|4.00
R15w25|15.00
R15w5|7.50
R180Kw-1/4-MS|2.50
R180Kw1/2|0.20
R180Kw1/8-MS|0.40
R180w-1/4-MS|2.50
R180w1|2.00
R180w1/2|0.20
R180w1/8-MS|0.40
R180w10|9.00
R180w2|6.50
R180w25|13.00
R180w5|4.50
R18Kw1|1.50
R18Kw1/2|0.20
R18Kw1/8-MS|0.40
R18w1|2.00
R18w1/2|0.20
R18w1/8-MS|0.40
R18w10|9.50
R18w2|3.50
R18w25|11.00
R18w5|7.00
R1Kw1|3.00
R1Kw1/2|0.20
R1Kw1/4|0.30
R1Kw1/8|0.40
R1Kw1/8-MS|0.40
R1Kw10|11.00
R1Kw2|6.50
R1Kw25|16.00
R1Kw5|5.50
R1Mw1|2.50
R1Mw1/2|0.20
R1Mw1/8-MS|0.40
R1w-1-MS|3.50
R1w1|3.00
R1w1/2|0.20
R1w1/8-MS|0.40
R1w10|10.50
R1w2|3.50
R1w25|16.00
R1w5|7.00
R2.2Kw1|2.50
R2.2Kw1/2|0.20
R2.2Kw1/8|0.40
R2.2Kw1/8-MS|0.40
R2.2Kw10|11.50
R2.2Kw2|6.50
R2.2Kw25|16.00
R2.2Kw5|5.50
R2.2Mw1/2|0.20
R2.2Mw1/8-MS|0.40
R2.2w1|2.50
R2.2w1/2|0.20
R2.2w1/8-MS|0.40
R2.2w10|9.00
R2.2w25|15.00
R2.2w5|5.50
R2.7Kw1|1.50
R2.7Kw1/2|0.20
R2.7Kw1/8-MS|0.40
R2.7Mw1/2|0.20
R2.7w1|2.00
R2.7w1/2|0.20
R2.7w1/8-MS|0.40
R220Kw-1/4-MS|2.50
R220Kw1|1.50
R220Kw1/2|0.20
R220Kw1/8-MS|0.40
R220w1|2.00
R220w1/2|0.20
R220w1/8-MS|0.40
R220w10|9.00
R220w2|4.00
R220w25|15.00
R220w5|6.50
R22Kw1|2.50
R22Kw1/2|0.20
R22Kw1/8-MS|0.40
R22Kw10|8.00
R22Kw2|4.00
R22Kw5|9.50
R22w1|2.00
R22w1/2|0.20
R22w1/8-MS|0.40
R22w10|8.50
R22w2|5.50
R22w25|14.50
R22w5|8.00
R270Kw1/2|0.20
R270w1|2.00
R270w1/2|0.20
R270w10|10.00
R270w2|5.50
R270w25|16.50
R270w5|7.00
R27Kw1|2.00
R27Kw1/2|0.20
R27Kw1/8|0.40
R27Kw1/8-MS|0.40
R27w1|2.00
R27w1/2|0.20
R27w2|6.50
R27w25|14.00
R27w5|6.50
R3.32Kw1/4-MS|2.50
R3.3Kw-1/4-MS|2.50
R3.3Kw1|2.50
R3.3Kw1/2|0.20
R3.3Kw1/8-MS|0.40
R3.3Kw10|15.50
R3.3Kw2|7.50
R3.3Kw25|10.00
R3.3Kw5|9.50
R3.3Mw1/2|0.20
R3.3Mw1/8-MS|0.40
R3.3w1|1.00
R3.3w1/2|0.20
R3.3w1/8-MS|0.40
R3.3w10|7.00
R3.3w2|6.00
R3.3w25|12.50
R3.3w5|7.00
R3.9Kw1|3.50
R3.9Kw1/2|0.20
R3.9Kw1/8-MS|0.40
R3.9Kw25|14.00
R3.9Kw5|5.50
R3.9Mw1/2|0.20
R3.9W25|14.00
R3.9w1|1.50
R3.9w1/2|0.20
R3.9w1/8-MS|0.40
R330Kw1|2.00
R330Kw1/2|0.20
R330Kw1/8-MS|0.40
R330Kw2|6.00
R330w1|2.50
R330w1/2|0.20
R330w1/4|0.30
R330w1/8|0.40
R330w1/8-MS|0.40
R330w10|11.00
R330w2|4.50
R330w25|16.00
R330w5|6.50
R33Kw1|1.50
R33Kw1/2|0.20
R33Kw1/8|0.40
R33Kw1/8-MS|0.40
R33Kw5|6.00
R33w1|2.00
R33w1/2|0.20
R33w1/8-MS|0.40
R33w10|9.00
R33w2|6.50
R33w25|15.50
R33w5|7.50
R38Kw1/8-MS|2.00
R390Kw1/2|0.20
R390Kw1/8-MS|0.40
R390w1|2.50
R390w1/2|0.20
R390w1/8-MS|0.00
R390w5|7.50
R39Kw-1/4-MS|2.50
R39Kw1/2|0.20
R39Kw1/8-MS|0.40
R39w1|2.00
R39w1/2|0.20
R39w1/8-MS|0.40
R39w10|15.00
R39w2|7.50
R39w5|6.50
R3K32w-1/4-MS|0.00
R4.7Kw1|2.00
R4.7Kw1/2|0.20
R4.7Kw1/8|0.40
R4.7Kw1/8-MS|0.40
R4.7Kw10|15.50
R4.7Kw2|4.50
R4.7Kw5|10.50
R4.7Mw1/2|0.20
R4.7Mw1/8-MS|0.40
R4.7w1|1.50
R4.7w1/2|0.20
R4.7w1/8-MS|0.40
R4.7w10|13.00
R4.7w2|5.00
R4.7w25|16.00
R4.7w5|7.50
R470Kw1|2.00
R470Kw1/2|0.20
R470Kw1/8-MS|0.40
R470w1|2.50
R470w1/2|0.20
R470w1/8|0.40
R470w1/8-MS|0.40
R470w10|14.00
R470w2|6.50
R470w5|6.50
R47Kw1|3.00
R47Kw1/2|0.20
R47Kw1/8|0.40
R47Kw1/8-MS|0.40
R47Kw5|6.00
R47w1|1.50
R47w1/2|0.20
R47w1/8-MS|0.40
R47w10|8.50
R47w2|6.50
R47w25|13.00
R47w5|8.00
R5.6K-MS|2.50
R5.6Kw1|2.50
R5.6Kw1/2|0.20
R5.6Kw1/8|0.40
R5.6Kw1/8-MS|0.40
R5.6Kw2|8.50
R5.6Mw1/2|0.20
R5.6Mw1/8-MS|0.40
R5.6w1|3.00
R5.6w1/2|0.20
R5.6w1/8-MS|0.40
R5.6w10|11.00
R5.6w25|18.00
R560Kw1|1.50
R560Kw1/2|0.20
R560Kw1/8-MS|0.40
R560w1|2.50
R560w1/2|0.20
R560w1/4|0.30
R560w1/8-MS|0.40
R560w10|9.50
R560w2|6.50
R560w5|6.50
R56Kw1|2.50
R56Kw1/2|0.20
R56Kw1/8|0.40
R56Kw1/8-MS|0.40
R56Kw2|6.00
R56w1|2.00
R56w1/2|0.20
R56w1/8-MS|0.40
R56w10|10.00
R56w2|6.50
R56w25|16.00
R56w5|6.50
R6.8Kw1|2.00
R6.8Kw1/2|0.20
R6.8Kw1/8-MS|0.40
R6.8Mw1/2|0.20
R6.8Mw1/8-MS|0.40
R6.8w1|2.50
R6.8w1/2|0.20
R6.8w1/8-MS|0.40
R6.8w10|6.00
R6.8w2|4.50
R6.8w25|13.00
R680Kw1/2|0.20
R680Kw1/8-MS|0.40
R680w1|2.50
R680w1/2|0.20
R680w1/4|0.30
R680w1/8-MS|0.40
R680w2|4.00
R68Kw1|2.00
R68Kw1/2|0.20
R68Kw1/8-MS|0.40
R68w1|2.00
R68w1/2|0.20
R68w1/8-MS|0.40
R68w10|8.00
R68w2|5.00
R68w25|11.00
R68w5|8.50
R7.5Kw1|1.00
R7.5w1|1.00
R750w1|1.50
R8.2Kw1|1.50
R8.2Kw1/2|0.20
R8.2Kw1/8-MS|0.40
R8.2Kw10|19.00
R8.2Mw1|1.50
R8.2Mw1/2|0.20
R8.2Mw1/8-MS|0.40
R8.2w1|2.00
R8.2w1/2|0.20
R8.2w1/8-MS|0.40
R8.2w10|12.00
R8.2w2|4.50
R8.2w25|15.00
R8.2w5|7.50
R820Kw1|1.50
R820Kw1/2|0.20
R820Kw1/8-MS|0.40
R820w1|2.50
R820w1/2|0.20
R820w1/8-MS|0.40
R820w2|5.50
R82Kw1|1.50
R82Kw1/2|0.20
R82Kw1/8-MS|0.40
R82w1|1.50
R82w1/2|0.20
R82w1/8-MS|0.40
R82w10|13.50
R82w2|4.50
R82w25|11.00
R82w5|5.50
R9.1Kw1|1.50
RASBERRYPI3|1450.00
RASPBERRYPI-PICO|139.00
RASPBERRYPI4B-2G|1850.00
RASPBERRYPI4B-4G|1938.00
RCA/CHASIS|5.50
REEDSWITCH|4.00
REEL12V|17.50
REEL12V-MINI|5.00
REEL12V2P2T|25.00
REEL24V|17.50
REEL5V|15.50
REEL6V|13.50
REEL9V|39.00
REELAUTOM-12V|30.00
REF200|89.00
REGLA-T|249.00
RES9.1Kw|0.50
RESORTE|7.00
RGP|39.00
RJ45VGAH|99.00
RJ45VGAM|99.00
RJH30E2|107.00
RJP30E2DPP|54.50
RK46|13.00
RL205|4.00
ROBOT DE MINISUMO|1500.00
ROLLOMAG17|65.00
ROLLOMAG27|100.00
RONDANA|0.50
ROSETA-RJ11|19.00
ROSETADOBLECORJ-45|45.00
ROSETAECORJ-45|30.00
ROSETARJ-45|45.00
RP-1|0.60
RP-1.02K|2.00
RP-1.2|0.60
RP-1.21K|2.00
RP-1.2K|0.60
RP-1.3K|2.00
RP-1.40K|2.00
RP-1.5|0.60
RP-1.5K|0.60
RP-1.8K|0.60
RP-10|0.60
RP-100|0.60
RP-100K|0.60
RP-100Kw1/2|0.60
RP-100w1/2|0.60
RP-10K|0.60
RP-10Kw1/2|0.60
RP-12|0.60
RP-12.1K|2.50
RP-120|0.60
RP-120K|0.60
RP-121K|2.00
RP-12K|0.60
RP-15|0.60
RP-150|0.60
RP-150K|0.60
RP-15K|0.60
RP-15Kw1/2|0.60
RP-18|0.60
RP-180|0.60
RP-180K|0.60
RP-182|2.00
RP-18K|0.60
RP-18Kw1/2|0.60
RP-1K|0.60
RP-1Kw1/2|0.60
RP-1M|0.60
RP-2|2.50
RP-2.2|0.60
RP-2.2K|0.60
RP-2.2Kw1/2|0.60
RP-2.49K|2.00
RP-2.7|0.60
RP-2.7K|0.60
RP-200|0.60
RP-200Kw1/2|2.50
RP-20K|0.60
RP-20w1/2|1.00
RP-22|0.60
RP-22.1K|2.00
RP-220|0.60
RP-220K|0.60
RP-220w1/2|0.60
RP-22K|0.60
RP-24|2.50
RP-25w1/2|2.50
RP-27|0.60
RP-270|0.60
RP-270K|0.60
RP-27K|0.60
RP-2K|0.60
RP-3|2.50
RP-3.01K|2.50
RP-3.3|0.60
RP-3.3K|0.60
RP-3.48K|2.00
RP-3.57K|2.00
RP-3.9|0.60
RP-3.9K|0.60
RP-300K|0.60
RP-33|0.60
RP-33.2K|2.00
RP-330|0.60
RP-33K|0.60
RP-39|0.60
RP-390|0.60
RP-390K|0.60
RP-39K|0.60
RP-3Kw1/2|2.00
RP-4|2.50
RP-4.02K|2.00
RP-4.7|0.60
RP-4.7K|0.60
RP-47|0.60
RP-470|0.60
RP-470K|0.60
RP-47K|0.60
RP-5|2.50
RP-5.1K|0.60
RP-5.49K|2.00
RP-5.6|0.60
RP-5.6K|0.60
RP-5.6Kw1/2|0.60
RP-5.76K|2.50
RP-50w1/2|2.50
RP-510|0.60
RP-510w1/2|0.60
RP-51K|0.60
RP-56|0.60
RP-56.2K|2.00
RP-560|0.60
RP-560K|0.60
RP-560w1/2|0.60
RP-56K|0.60
RP-6|2.50
RP-6.8|0.60
RP-6.8K|0.60
RP-68|0.60
RP-680|0.60
RP-680K|0.60
RP-68K|0.60
RP-8.2|0.60
RP-8.2K|0.60
RP-82|0.60
RP-820|0.60
RP-820K|0.60
RP-82K|0.60
RU6099|0.00
RUEDALOCA|29.00
RUEDALOCACHI|19.50
RUEDALOCAGDE|25.00
S4025L|125.00
S6010L|38.00
S6015L|49.00
S6025L|49.00
S8050|7.50
S8550C|9.00
S9012|9.00
S9012H|6.00
S9013H|5.50
S9018|9.50
SALUDOELECTRICO|100.00
SB3200|19.50
SBL3040PT|49.00
SD313|19.00
SEGLIBLA|450.00
SEI-212|0.00
SEI-213|0.00
SEI-214|14.00
SEI-215|14.00
SEI-216|14.00
SEI-218|0.00
SEI-219|14.00
SEI-220|14.00
SEI-221|16.00
SEI-222|16.00
SEI-223|16.00
SEI-224|16.00
SEI-225|16.00
SEI-226|16.00
SEI-227|16.00
SEI-228|16.00
SEI-229|16.00
SEI-230|16.00
SEI-231|16.00
SEI-232|16.00
SEI-233|24.00
SEI-234|24.00
SEI-235|24.00
SEI-236|24.00
SEI-237|24.00
SEI-238|24.00
SEM-239|24.00
SEM-240|24.00
SEM-241|24.00
SEM-242|24.00
SEM-243|24.00
SEM-244|24.00
SEM-245|24.00
SEM-246|24.00
SEM-247|24.00
SEM-248|24.00
SEM-249|24.00
SENSOR-BME280|199.00
SENSOR-CAMARA|250.00
SENSOR-CAPACITIVO|289.00
SENSOR-DC-DC|0.00
SENSOR-DEALCOHOL|85.00
SENSOR-DECOLOR|169.00
SENSOR-DECOLORRGB|129.00
SENSOR-DECOLORTCS230|139.00
SENSOR-DECORRIENTE|89.00
SENSOR-DEDISTANCIALASSER|129.00
SENSOR-DEFLAMA|39.00
SENSOR-DEFUERZA|219.00
SENSOR-DELLUVIA|45.00
SENSOR-DELUZ|29.00
SENSOR-DEPRESION|69.00
SENSOR-DEPULSO|119.00
SENSOR-DS18B20|69.00
SENSOR-FLEX|399.00
SENSOR-FLOTADOR|69.00
SENSOR-FLUJODEAGUA|179.00
SENSOR-HALL|49.00
SENSOR-HUELLAR305|680.00
SENSOR-HUELLAR307|750.00
SENSOR-HUMEDAD|49.00
SENSOR-HUMEDADHS1101|99.00
SENSOR-HUMEDADYTEMP|59.00
SENSOR-HUMOYGAS|79.00
SENSOR-INCLINACION|15.00
SENSOR-INDUCTIVO|139.00
SENSOR-INFRAE18-D50NK|139.00
SENSOR-INFRARROJO|29.00
SENSOR-INTENCIDADLUZ|69.00
SENSOR-MAGNETICO|0.00
SENSOR-MLX90614|349.00
SENSOR-MPU9250|149.00
SENSOR-NIVELDEAGUA|25.00
SENSOR-PIR|49.00
SENSOR-PROXIMIDAD|225.00
SENSOR-PT100|65.00
SENSOR-QTR-3RC|145.00
SENSOR-QTR1A|135.00
SENSOR-RGP|120.00
SENSOR-SONIDO|49.00
SENSOR-TEMDIGITAL|25.00
SENSOR-TOUCH|25.00
SENSOR-ULTRASONICO|39.00
SEPARADORB|5.00
SEPARADORN|4.50
SERVO-S3003|165.00
SERVOMG-945|149.00
SERVOMG-995|149.00
SERVOMG-996|180.00
SERVOMG90S|79.00
SH3561A|89.00
SHARP-GP2Y0A41S|249.00
SHIELD-ARDUINONANO|0.00
SHIELD-ETHERNET|229.00
SHIELIMPRESORA3D|89.00
SILICON|49.50
SILIJET|119.00
SILIJETE-7PLUS|87.00
SILIVOLT|65.00
SINTRA3MM10X15|20.00
SINTRA3MM20X30|39.00
SINTRA3MM30X40|49.00
SLIM01|1.00
SLIM02|1.50
SLIM03|1.50
SLIM04|2.00
SLIM05|2.00
SLIM06|2.50
SLIM07|3.00
SLIM08|3.50
SLIM09|0.00
SLIM10|4.00
SLIMHEMBRA|1.00
SLIMMACHO|1.00
SM75176|1.00
SN75176|39.50
SN754410NE|65.00
SOCKETPRESION|8.00
SOCKETROSCA|5.50
SOLDADURA|12.00
SOLDADURAENPCB-10X10|45.00
SOLDADURAENPCB-10X15|55.00
SOLDADURAENPCB-15X15|70.00
SOLDADURAENPCB-20X20|85.00
SOLDADURAENPCB-5X10|30.00
SOLDADURAENPCB-5X5|25.00
SOQUETBAYONETA|7.50
SOQUETBLANCO|14.50
SOQUETFOCO7.5W|12.50
SOQUETNEGRO|4.00
SOQUETPLASTICO|8.50
SR5100|6.50
SR5150|22.00
SSP45N20A|32.00
SSR-40|129.00
ST-2|3.00
ST-LINKV2|187.00
ST32|6.00
STGP20NB60H|55.00
STM32F103C8|149.00
STM32F411|199.00
STM32F446|745.00
STP55N06|19.50
STP9NK60ZFP|19.50
STR3035|30.00
STRX6759|179.00
SUJETADOR-10x2.5         |0.50
TA7291P|28.00
TA8210AH|65.00
TA8215|99.00
TALADROMANUAL|119.00
TARJETA ELECTRONICA|2900.00
TARJETABEDUINO|99.00
TARJETADERED|240.00
TARJETARFID|9.50
TBRUSHLEES|169.00
TC4424CPA|69.00
TC4427|25.00
TC4429CPA|29.00
TC4584|33.00
TCA785|72.00
TCRT5000|9.00
TD-PIC-2|900.00
TDA1013|37.00
TDA1510|48.00
TDA1515BQ|43.00
TDA1518BQ|43.00
TDA1521|48.00
TDA2002|45.00
TDA2003|39.00
TDA2004|69.00
TDA2005|89.00
TDA2006|39.00
TDA2009|79.00
TDA2009A|0.00
TDA2030|32.00
TDA2040|23.00
TDA2050|180.00
TDA2228M/8P|10.50
TDA2822/16P|49.00
TDA2822/8P|49.00
TDA7000|89.00
TDA7052|29.00
TDA7053|59.00
TDA7231|11.00
TDA7265|79.00
TDA7297|169.00
TDA7377|99.00
TDA7388|149.00
TD_PIC_2C/L|950.00
TD_PIC_2S/L|750.00
TEA2025|29.50
TECLADO4X4|1.00
TECLADOMEM|35.00
TECLADOPUSH|39.00
TERMINAL|0.50
TERMINAL-P150|1.50
TERMINALDUPONT-H|0.50
TERMINALDUPONT-M|0.50
TERMINALMINI|0.00
TERMISTOR CL-40|86.00
TERMISTOR100K|15.00
TERMISTOR10K|15.00
TERMISTOR10K-PTC|15.00
TERMISTOR1K|18.00
TERMISTOR20K|15.00
TERMISTOR50K|15.50
TERMISTOR5K|15.00
TERMOMETRODIGITAL|133.00
TERMOPAR-J|95.00
TERMOPAR-K|69.00
TERMOPARK-MULTI|59.00
THERMOFIT1/16|3.50
THERMOFIT1/4|9.50
THERMOFIT1/8|6.50
THERMOFIT3/16|9.50
THERMOFIT3/32|5.50
THERMOFIT3/8|12.00
TIC 246D|0.00
TIC106|19.00
TIC116|21.00
TIC126|22.00
TIC206|22.00
TIC226|19.50
TIC246|34.00
TIC253|39.00
TIL111|15.50
TIMPEDANCIA|18.00
TIMPEDANCIA-Z|0.00
TIP100|19.00
TIP101|17.00
TIP102|15.00
TIP105|17.00
TIP106|17.00
TIP107|17.00
TIP110|14.50
TIP112|15.00
TIP115|25.00
TIP117|11.50
TIP120|13.50
TIP122|10.50
TIP125|19.00
TIP126|19.00
TIP127|13.50
TIP135|11.00
TIP141|41.00
TIP142-TO218|59.00
TIP142-TO220|19.50
TIP145|34.00
TIP147|49.00
TIP147-TO218|45.00
TIP29|12.00
TIP2955|48.00
TIP30|19.00
