cveproducto|ExistenciaMatriz|ExistenciaExpendio|VentaTotal|1|2|3|4|5|6|7|8|9|10|11|12|Producto|
1N34|0.00|27.00|6.00|0.00|2.00|0.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4001|388.00|147.00|315.00|56.00|61.00|47.00|72.00|74.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4002|532.00|91.00|31.00|6.00|14.00|1.00|6.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4003|2046.00|60.00|63.00|2.00|57.00|2.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4004|453.00|280.00|255.00|30.00|51.00|4.00|48.00|110.00|12.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4005|506.00|53.00|33.00|3.00|14.00|12.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4006|445.00|60.00|19.00|3.00|15.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4007|848.00|190.00|361.00|22.00|113.00|40.00|36.00|128.00|20.00|2.00|0.00|0.00|0.00|0.00|0.00|
1N4148|603.00|108.00|103.00|0.00|13.00|27.00|15.00|47.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4937|0.00|0.00|2.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5395|0.00|9.00|4.00|0.00|0.00|0.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5400|109.00|1.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5404|0.00|12.00|19.00|0.00|5.00|2.00|0.00|8.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5408|15.00|16.00|5.00|0.00|0.00|0.00|0.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5817|13.00|17.00|2.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
