cveproducto|ExistenciaMatriz|ExistenciaExpendio|VentaTotal|1|2|3|4|5|6|7|8|9|10|11|12|Producto|
1N34|0.00|1.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|0.00|0.00|0.00|0.00|
1N4001|388.00|21.00|340.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|135.00|105.00|54.00|46.00|0.00|
1N4002|532.00|28.00|14.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|7.00|4.00|2.00|1.00|0.00|
1N4003|2046.00|49.00|116.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|4.00|4.00|41.00|57.00|10.00|
1N4004|453.00|44.00|336.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|170.00|58.00|51.00|57.00|0.00|
1N4005|506.00|17.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|4.00|2.00|0.00|
1N4006|445.00|50.00|131.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|11.00|112.00|2.00|6.00|
1N4007|848.00|260.00|355.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|20.00|111.00|56.00|167.00|1.00|
1N4148|603.00|264.00|139.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|40.00|17.00|47.00|35.00|0.00|
1N5400|109.00|29.00|9.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|9.00|0.00|0.00|
1N5401|280.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|
1N5404|0.00|1.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|5.00|0.00|0.00|0.00|
1N5406|265.00|36.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|
1N5408|15.00|0.00|8.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|4.00|0.00|4.00|0.00|
1N5817|13.00|13.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|
1N5819|7.00|10.00|12.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|2.00|4.00|5.00|0.00|
1N60|445.00|48.00|29.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|23.00|0.00|6.00|0.00|0.00|
1N914|299.00|4.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|
27512|0.00|14.00|19.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|19.00|0.00|0.00|
2N2222A|0.00|18.00|51.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|23.00|5.00|23.00|0.00|
2N2905A|17.00|10.00|10.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|7.00|1.00|
2N2907A|7.00|7.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|1.00|
2N3055|27.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|
