cveproducto|ExistenciaMatriz|ExistenciaExpendio|VentaTotal|1|2|3|4|5|6|7|8|9|10|11|12|Producto|
1N4001|388.00|21.00|449.00|12.00|137.00|101.00|44.00|154.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4002|532.00|28.00|107.00|10.00|9.00|44.00|8.00|36.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4003|2046.00|49.00|113.00|14.00|47.00|18.00|11.00|23.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4004|453.00|44.00|617.00|3.00|143.00|330.00|106.00|35.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4005|506.00|17.00|34.00|0.00|9.00|15.00|6.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4006|445.00|50.00|28.00|0.00|10.00|3.00|0.00|15.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4007|848.00|260.00|406.00|31.00|25.00|37.00|80.00|231.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4148|603.00|264.00|182.00|53.00|38.00|26.00|1.00|64.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N4448|10.00|0.00|11.00|8.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5400|109.00|29.00|17.00|0.00|3.00|14.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5401|280.00|1.00|2.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5404|0.00|1.00|8.00|0.00|0.00|2.00|0.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5407|37.00|6.00|2.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5408|15.00|0.00|12.00|0.00|2.00|10.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N5817|13.00|13.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
1N60|445.00|48.00|39.00|0.00|0.00|36.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
28C16|6.00|10.00|3.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
2N2222A|0.00|18.00|14.00|4.00|6.00|0.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|
